cycle,arm,target_rate,t_rel,deploy,container,hpa_util_pct,current_replicas,desired_replicas,ready_replicas,pending_pods
1,normal,200,213,emailservice,email,56,3,3,3,0
1,normal,200,213,frontend,server,73,2,2,2,0
1,normal,200,213,paymentservice,payment,55,3,3,3,0
1,normal,200,213,productcatalogservice,server,68,2,2,2,0
1,normal,200,213,recommendationservice,server,69,2,2,2,0
1,normal,200,213,redis-cart,-,,1,1,1,0
1,normal,200,213,shippingservice,server,75,2,2,2,0
1,normal,200,228,adservice,server,57,2,2,2,0
1,normal,200,228,cartservice,server,58,3,3,3,0
1,normal,200,228,checkoutservice,checkout,77,2,2,2,0
1,normal,200,228,currencyservice,server,46,3,3,3,0
1,normal,200,228,emailservice,email,54,3,3,3,0
1,normal,200,228,frontend,server,68,2,2,2,0
1,normal,200,228,paymentservice,payment,53,3,3,3,0
1,normal,200,228,productcatalogservice,server,68,2,2,2,0
1,normal,200,228,recommendationservice,server,67,2,2,2,0
1,normal,200,228,redis-cart,-,,1,1,1,0
1,normal,200,228,shippingservice,server,77,2,2,2,0
1,normal,200,243,adservice,server,59,2,2,2,0
1,normal,200,243,cartservice,server,50,3,3,3,0
1,normal,200,243,checkoutservice,checkout,68,2,2,2,0
1,normal,200,243,currencyservice,server,49,3,3,3,0
1,normal,200,243,emailservice,email,54,3,3,3,0
1,normal,200,243,frontend,server,74,2,2,2,0
1,normal,200,243,paymentservice,payment,55,3,3,3,0
1,normal,200,243,productcatalogservice,server,70,2,2,2,0
1,normal,200,243,recommendationservice,server,71,2,2,2,0
1,normal,200,243,redis-cart,-,,1,1,1,0
1,normal,200,243,shippingservice,server,75,2,2,2,0
1,normal,200,259,adservice,server,58,2,2,2,0
1,normal,200,259,cartservice,server,51,3,3,3,0
1,normal,200,259,checkoutservice,checkout,78,2,2,2,0
1,normal,200,259,currencyservice,server,49,3,3,3,0
1,normal,200,259,emailservice,email,57,3,3,3,0
1,normal,200,259,frontend,server,73,2,2,2,0
1,normal,200,259,paymentservice,payment,55,3,3,3,0
1,normal,200,259,productcatalogservice,server,69,2,2,2,0
1,normal,200,259,recommendationservice,server,70,2,2,2,0
1,normal,200,259,redis-cart,-,,1,1,1,0
1,normal,200,259,shippingservice,server,75,2,2,2,0
1,normal,200,274,adservice,server,58,2,2,2,0
1,normal,200,274,cartservice,server,51,3,3,3,0
1,normal,200,274,checkoutservice,checkout,70,2,2,2,0
1,normal,200,274,currencyservice,server,48,3,3,3,0
1,normal,200,274,emailservice,email,57,3,3,3,0
1,normal,200,274,frontend,server,70,2,2,2,0
1,normal,200,274,paymentservice,payment,54,3,3,3,0
1,normal,200,274,productcatalogservice,server,69,2,2,2,0
1,normal,200,274,recommendationservice,server,69,2,2,2,0
1,normal,200,274,redis-cart,-,,1,1,1,0
1,normal,200,274,shippingservice,server,72,2,2,2,0
1,normal,200,289,adservice,server,63,2,2,2,0
1,normal,200,289,cartservice,server,53,3,3,3,0
1,normal,200,289,checkoutservice,checkout,75,2,2,2,0
1,normal,200,289,currencyservice,server,53,3,3,3,0
1,normal,200,289,emailservice,email,59,3,3,3,0
1,normal,200,289,frontend,server,74,2,2,2,0
1,normal,200,289,paymentservice,payment,56,3,3,3,0
1,normal,200,289,productcatalogservice,server,72,2,2,2,0
1,normal,200,289,recommendationservice,server,74,2,2,2,0
1,normal,200,289,redis-cart,-,,1,1,1,0
1,normal,200,289,shippingservice,server,70,2,2,2,0
1,normal,200,304,adservice,server,56,2,2,2,0
1,normal,200,304,cartservice,server,53,3,3,3,0
1,normal,200,304,checkoutservice,checkout,76,2,2,2,0
1,normal,200,304,currencyservice,server,50,3,3,3,0
1,normal,200,304,emailservice,email,54,3,3,3,0
1,normal,200,304,frontend,server,73,2,2,2,0
1,normal,200,304,paymentservice,payment,51,3,3,3,0
1,normal,200,304,productcatalogservice,server,69,2,2,2,0
1,normal,200,304,recommendationservice,server,70,2,2,2,0
1,normal,200,304,redis-cart,-,,1,1,1,0
1,normal,200,304,shippingservice,server,80,2,2,2,0
1,normal,200,319,adservice,server,59,2,2,2,0
1,normal,200,319,cartservice,server,57,3,3,3,0
1,normal,200,319,checkoutservice,checkout,71,2,2,2,0
1,normal,200,319,currencyservice,server,53,3,3,3,0
1,normal,200,319,emailservice,email,58,3,3,3,0
1,normal,200,319,frontend,server,70,2,2,2,0
1,normal,200,319,paymentservice,payment,60,3,3,3,0
1,normal,200,319,productcatalogservice,server,69,2,2,2,0
1,normal,200,319,recommendationservice,server,70,2,2,2,0
1,normal,200,319,redis-cart,-,,1,1,1,0
1,normal,200,319,shippingservice,server,78,2,3,3,0
1,normal,200,335,adservice,server,60,2,2,2,0
1,normal,200,335,cartservice,server,53,3,3,3,0
1,normal,200,335,checkoutservice,checkout,81,2,2,2,0
1,normal,200,335,currencyservice,server,57,3,3,3,0
1,normal,200,335,emailservice,email,56,3,3,3,0
1,normal,200,335,frontend,server,71,2,2,2,0
1,normal,200,335,paymentservice,payment,50,3,3,3,0
1,normal,200,335,productcatalogservice,server,71,2,2,2,0
1,normal,200,335,recommendationservice,server,73,2,2,2,0
1,normal,200,335,redis-cart,-,,1,1,1,0
1,normal,200,335,shippingservice,server,77,3,3,3,0
1,normal,200,350,adservice,server,60,2,2,2,0
1,normal,200,350,cartservice,server,68,3,3,3,0
1,normal,200,350,checkoutservice,checkout,73,2,2,2,0
1,normal,200,350,currencyservice,server,51,3,3,3,0
1,normal,200,350,emailservice,email,59,3,3,3,0
1,normal,200,350,frontend,server,78,2,2,2,0
1,normal,200,350,paymentservice,payment,61,3,3,3,0
1,normal,200,350,productcatalogservice,server,74,2,2,2,0
1,normal,200,350,recommendationservice,server,71,2,2,2,0
1,normal,200,350,redis-cart,-,,1,1,1,0
1,normal,200,350,shippingservice,server,77,3,3,3,0
1,normal,200,365,adservice,server,58,2,2,2,0
1,normal,200,365,cartservice,server,66,3,3,3,0
1,normal,200,365,checkoutservice,checkout,80,2,2,2,0
1,normal,200,365,currencyservice,server,51,3,3,3,0
1,normal,200,365,emailservice,email,58,3,3,3,0
1,normal,200,365,frontend,server,73,2,2,2,0
1,normal,200,365,paymentservice,payment,59,3,3,3,0
1,normal,200,365,productcatalogservice,server,71,2,2,2,0
1,normal,200,365,recommendationservice,server,71,2,2,2,0
1,normal,200,365,redis-cart,-,,1,1,1,0
1,normal,200,365,shippingservice,server,54,3,3,3,0
1,normal,200,380,adservice,server,57,2,2,2,0
1,normal,200,380,cartservice,server,63,3,3,3,0
1,normal,200,380,checkoutservice,checkout,78,2,3,3,0
1,normal,200,380,currencyservice,server,51,3,3,3,0
1,normal,200,380,emailservice,email,55,3,3,3,0
1,normal,200,380,frontend,server,72,2,2,2,0
1,normal,200,380,paymentservice,payment,57,3,3,3,0
1,normal,200,380,productcatalogservice,server,71,2,2,2,0
1,normal,200,380,recommendationservice,server,71,2,2,2,0
1,normal,200,380,redis-cart,-,,1,1,1,0
1,normal,200,380,shippingservice,server,52,3,3,3,0
1,normal,200,396,adservice,server,56,2,2,2,0
1,normal,200,396,cartservice,server,54,3,3,3,0
1,normal,200,396,checkoutservice,checkout,74,3,3,3,0
1,normal,200,396,currencyservice,server,51,3,3,3,0
1,normal,200,396,emailservice,email,53,3,3,3,0
1,normal,200,396,frontend,server,73,2,2,2,0
1,normal,200,396,paymentservice,payment,57,3,3,3,0
1,normal,200,396,productcatalogservice,server,71,2,2,2,0
1,normal,200,396,recommendationservice,server,69,2,2,2,0
1,normal,200,396,redis-cart,-,,1,1,1,0
1,normal,200,396,shippingservice,server,50,3,3,3,0
1,normal,200,411,adservice,server,62,2,2,2,0
1,normal,200,411,cartservice,server,62,3,3,3,0
1,normal,200,411,checkoutservice,checkout,49,3,3,3,0
1,normal,200,411,currencyservice,server,51,3,3,3,0
1,normal,200,411,emailservice,email,58,3,3,3,0
1,normal,200,411,frontend,server,80,2,2,2,0
1,normal,200,411,paymentservice,payment,55,3,3,3,0
1,normal,200,411,productcatalogservice,server,72,2,2,2,0
1,normal,200,411,recommendationservice,server,74,2,2,2,0
1,normal,200,411,redis-cart,-,,1,1,1,0
1,normal,200,411,shippingservice,server,52,3,3,3,0
1,normal,200,426,adservice,server,58,2,2,2,0
1,normal,200,426,cartservice,server,50,3,3,3,0
1,normal,200,426,checkoutservice,checkout,44,3,3,3,0
1,normal,200,426,currencyservice,server,49,3,3,3,0
1,normal,200,426,emailservice,email,54,3,3,3,0
1,normal,200,426,frontend,server,68,2,2,2,0
1,normal,200,426,paymentservice,payment,52,3,3,3,0
1,normal,200,426,productcatalogservice,server,68,2,2,2,0
1,normal,200,426,recommendationservice,server,68,2,2,2,0
1,normal,200,426,redis-cart,-,,1,1,1,0
1,normal,200,426,shippingservice,server,42,3,3,3,0
1,normal,200,441,adservice,server,42,2,2,2,0
1,normal,200,441,cartservice,server,16,3,3,3,0
1,normal,200,441,checkoutservice,checkout,13,3,3,3,0
1,normal,200,441,currencyservice,server,18,3,3,3,0
1,normal,200,441,emailservice,email,28,3,3,3,0
1,normal,200,441,frontend,server,32,2,2,2,0
1,normal,200,441,paymentservice,payment,21,3,3,3,0
1,normal,200,441,productcatalogservice,server,33,2,2,2,0
1,normal,200,441,recommendationservice,server,39,2,2,2,0
1,normal,200,441,redis-cart,-,,1,1,1,0
1,normal,200,441,shippingservice,server,25,3,3,3,0
1,frontcatalog,200,0,adservice,server,5,2,2,2,0
1,frontcatalog,200,0,cartservice,server,1,2,2,2,0
1,frontcatalog,200,0,checkoutservice,checkout,0,2,2,2,0
1,frontcatalog,200,0,currencyservice,server,0,2,2,2,0
1,frontcatalog,200,0,emailservice,-,,,0,2,0
1,frontcatalog,200,0,frontend,-,,,0,2,0
1,frontcatalog,200,0,paymentservice,-,,,0,2,0
1,frontcatalog,200,0,recommendationservice,-,,,0,2,0
1,frontcatalog,200,0,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,shippingservice,-,,,0,2,0
1,frontcatalog,200,16,adservice,server,5,2,2,2,0
1,frontcatalog,200,16,cartservice,server,4,2,2,2,0
1,frontcatalog,200,16,checkoutservice,checkout,1,2,2,2,0
1,frontcatalog,200,16,currencyservice,server,5,2,2,2,0
1,frontcatalog,200,16,emailservice,email,16,2,2,2,0
1,frontcatalog,200,16,frontend,productcatalog,0,2,2,2,0
1,frontcatalog,200,16,frontend,server,0,2,2,2,0
1,frontcatalog,200,16,paymentservice,payment,1,2,2,2,0
1,frontcatalog,200,16,recommendationservice,server,0,2,2,2,0
1,frontcatalog,200,16,redis-cart,-,,1,1,1,0
1,frontcatalog,200,16,shippingservice,server,1,2,2,2,0
1,frontcatalog,200,31,adservice,server,430,2,2,2,0
1,frontcatalog,200,31,cartservice,server,130,2,2,2,0
1,frontcatalog,200,31,checkoutservice,checkout,75,2,2,2,0
1,frontcatalog,200,31,currencyservice,server,69,2,2,2,0
1,frontcatalog,200,31,emailservice,email,82,2,2,2,0
1,frontcatalog,200,31,frontend,productcatalog,58,2,2,2,0
1,frontcatalog,200,31,frontend,server,65,2,2,2,0
1,frontcatalog,200,31,paymentservice,payment,1,2,2,2,0
1,frontcatalog,200,31,recommendationservice,server,12,2,2,2,0
1,frontcatalog,200,31,redis-cart,-,,1,1,1,0
1,frontcatalog,200,31,shippingservice,server,0,2,2,2,0
1,frontcatalog,200,46,adservice,server,294,2,6,2,0
1,frontcatalog,200,46,cartservice,server,87,2,3,2,0
1,frontcatalog,200,46,checkoutservice,checkout,76,2,2,2,0
1,frontcatalog,200,46,currencyservice,server,77,2,2,2,0
1,frontcatalog,200,46,emailservice,email,85,2,3,2,1
1,frontcatalog,200,46,frontend,productcatalog,66,2,2,2,0
1,frontcatalog,200,46,frontend,server,71,2,2,2,0
1,frontcatalog,200,46,paymentservice,payment,95,2,3,2,1
1,frontcatalog,200,46,recommendationservice,server,69,2,2,2,0
1,frontcatalog,200,46,redis-cart,-,,1,1,1,0
1,frontcatalog,200,46,shippingservice,server,71,2,2,2,0
1,frontcatalog,200,61,adservice,server,176,6,6,2,0
1,frontcatalog,200,61,cartservice,server,87,3,3,2,0
1,frontcatalog,200,61,checkoutservice,checkout,75,2,2,2,0
1,frontcatalog,200,61,currencyservice,server,77,2,3,2,1
1,frontcatalog,200,61,emailservice,email,85,3,3,3,0
1,frontcatalog,200,61,frontend,productcatalog,65,2,2,2,0
1,frontcatalog,200,61,frontend,server,69,2,2,2,0
1,frontcatalog,200,61,paymentservice,payment,85,3,3,3,0
1,frontcatalog,200,61,recommendationservice,server,68,2,2,2,0
1,frontcatalog,200,61,redis-cart,-,,1,1,1,0
1,frontcatalog,200,61,shippingservice,server,74,2,2,2,0
1,frontcatalog,200,76,adservice,server,184,6,6,2,0
1,frontcatalog,200,76,cartservice,server,92,3,3,3,0
1,frontcatalog,200,76,checkoutservice,checkout,86,2,2,2,0
1,frontcatalog,200,76,currencyservice,server,84,3,3,3,0
1,frontcatalog,200,76,emailservice,email,92,3,3,3,0
1,frontcatalog,200,76,frontend,productcatalog,71,2,2,2,0
1,frontcatalog,200,76,frontend,server,79,2,2,2,0
1,frontcatalog,200,76,paymentservice,payment,64,3,3,3,0
1,frontcatalog,200,76,recommendationservice,server,77,2,2,2,0
1,frontcatalog,200,76,redis-cart,-,,1,1,1,0
1,frontcatalog,200,76,shippingservice,server,80,2,2,2,0
1,frontcatalog,200,92,adservice,server,148,6,6,6,0
1,frontcatalog,200,92,cartservice,server,84,3,3,3,0
1,frontcatalog,200,92,checkoutservice,checkout,68,2,2,2,0
1,frontcatalog,200,92,currencyservice,server,51,3,3,3,0
1,frontcatalog,200,92,emailservice,email,80,3,3,3,0
1,frontcatalog,200,92,frontend,productcatalog,66,2,2,2,0
1,frontcatalog,200,92,frontend,server,74,2,2,2,0
1,frontcatalog,200,92,paymentservice,payment,53,3,3,3,0
1,frontcatalog,200,92,recommendationservice,server,67,2,2,2,0
1,frontcatalog,200,92,redis-cart,-,,1,1,1,0
1,frontcatalog,200,92,shippingservice,server,69,2,2,2,0
1,frontcatalog,200,107,adservice,server,60,6,6,6,0
1,frontcatalog,200,107,cartservice,server,51,3,3,3,0
1,frontcatalog,200,107,checkoutservice,checkout,70,2,2,2,0
1,frontcatalog,200,107,currencyservice,server,51,3,3,3,0
1,frontcatalog,200,107,emailservice,email,56,3,3,3,0
1,frontcatalog,200,107,frontend,productcatalog,64,2,2,2,0
1,frontcatalog,200,107,frontend,server,70,2,2,2,0
1,frontcatalog,200,107,paymentservice,payment,53,3,3,3,0
1,frontcatalog,200,107,recommendationservice,server,70,2,2,2,0
1,frontcatalog,200,107,redis-cart,-,,1,1,1,0
1,frontcatalog,200,107,shippingservice,server,68,2,2,2,0
1,frontcatalog,200,122,adservice,server,31,6,6,6,0
1,frontcatalog,200,122,cartservice,server,62,3,3,3,0
1,frontcatalog,200,122,checkoutservice,checkout,79,2,2,2,0
1,frontcatalog,200,122,currencyservice,server,50,3,3,3,0
1,frontcatalog,200,122,emailservice,email,55,3,3,3,0
1,frontcatalog,200,122,frontend,productcatalog,65,2,2,2,0
1,frontcatalog,200,122,frontend,server,68,2,2,2,0
1,frontcatalog,200,122,paymentservice,payment,57,3,3,3,0
1,frontcatalog,200,122,recommendationservice,server,70,2,2,2,0
1,frontcatalog,200,122,redis-cart,-,,1,1,1,0
1,frontcatalog,200,122,shippingservice,server,77,2,2,2,0
1,frontcatalog,200,137,adservice,server,31,6,6,6,0
1,frontcatalog,200,137,cartservice,server,51,3,3,3,0
1,frontcatalog,200,137,checkoutservice,checkout,65,2,2,2,0
1,frontcatalog,200,137,currencyservice,server,50,3,3,3,0
1,frontcatalog,200,137,emailservice,email,53,3,3,3,0
1,frontcatalog,200,137,frontend,productcatalog,63,2,2,2,0
1,frontcatalog,200,137,frontend,server,68,2,2,2,0
1,frontcatalog,200,137,paymentservice,payment,42,3,3,3,0
1,frontcatalog,200,137,recommendationservice,server,69,2,2,2,0
1,frontcatalog,200,137,redis-cart,-,,1,1,1,0
1,frontcatalog,200,137,shippingservice,server,71,2,2,2,0
1,frontcatalog,200,153,adservice,server,31,6,3,3,0
1,frontcatalog,200,153,cartservice,server,43,3,3,3,0
1,frontcatalog,200,153,checkoutservice,checkout,64,2,2,2,0
1,frontcatalog,200,153,currencyservice,server,47,3,3,3,0
1,frontcatalog,200,153,emailservice,email,52,3,3,3,0
1,frontcatalog,200,153,frontend,productcatalog,64,2,2,2,0
1,frontcatalog,200,153,frontend,server,68,2,2,2,0
1,frontcatalog,200,153,paymentservice,payment,51,3,3,3,0
1,frontcatalog,200,153,recommendationservice,server,67,2,2,2,0
1,frontcatalog,200,153,redis-cart,-,,1,1,1,0
1,frontcatalog,200,153,shippingservice,server,61,2,2,2,0
1,frontcatalog,200,168,adservice,server,48,3,3,3,0
1,frontcatalog,200,168,cartservice,server,56,3,3,3,0
1,frontcatalog,200,168,checkoutservice,checkout,70,2,2,2,0
1,frontcatalog,200,168,currencyservice,server,48,3,3,3,0
1,frontcatalog,200,168,emailservice,email,56,3,3,3,0
1,frontcatalog,200,168,frontend,productcatalog,63,2,2,2,0
1,frontcatalog,200,168,frontend,server,70,2,2,2,0
1,frontcatalog,200,168,paymentservice,payment,51,3,3,3,0
1,frontcatalog,200,168,recommendationservice,server,66,2,2,2,0
1,frontcatalog,200,168,redis-cart,-,,1,1,1,0
1,frontcatalog,200,168,shippingservice,server,72,2,2,2,0
1,frontcatalog,200,183,adservice,server,46,3,3,3,0
1,frontcatalog,200,183,cartservice,server,54,3,3,3,0
1,frontcatalog,200,183,checkoutservice,checkout,73,2,2,2,0
1,frontcatalog,200,183,currencyservice,server,48,3,3,3,0
1,frontcatalog,200,183,emailservice,email,52,3,3,3,0
1,frontcatalog,200,183,frontend,productcatalog,65,2,2,2,0
1,frontcatalog,200,183,frontend,server,71,2,2,2,0
1,frontcatalog,200,183,paymentservice,payment,55,3,3,3,0
1,frontcatalog,200,183,recommendationservice,server,67,2,2,2,0
1,frontcatalog,200,183,redis-cart,-,,1,1,1,0
1,frontcatalog,200,183,shippingservice,server,69,2,2,2,0
1,frontcatalog,200,198,adservice,server,42,3,3,3,0
1,frontcatalog,200,198,cartservice,server,49,3,3,3,0
1,frontcatalog,200,198,checkoutservice,checkout,69,2,2,2,0
1,frontcatalog,200,198,currencyservice,server,48,3,3,3,0
1,frontcatalog,200,198,emailservice,email,54,3,3,3,0
1,frontcatalog,200,198,frontend,productcatalog,66,2,2,2,0
1,frontcatalog,200,198,frontend,server,72,2,2,2,0
1,frontcatalog,200,198,paymentservice,payment,55,3,3,3,0
1,frontcatalog,200,198,recommendationservice,server,68,2,2,2,0
1,frontcatalog,200,198,redis-cart,-,,1,1,1,0
1,frontcatalog,200,198,shippingservice,server,68,2,2,2,0
1,frontcatalog,200,213,adservice,server,43,3,3,3,0
1,frontcatalog,200,213,cartservice,server,55,3,3,3,0
1,frontcatalog,200,213,checkoutservice,checkout,69,2,2,2,0
1,frontcatalog,200,213,currencyservice,server,49,3,3,3,0
1,frontcatalog,200,213,emailservice,email,56,3,3,3,0
1,frontcatalog,200,213,frontend,productcatalog,66,2,2,2,0
1,frontcatalog,200,213,frontend,server,70,2,2,2,0
1,frontcatalog,200,213,paymentservice,payment,50,3,3,3,0
