cycle,arm,target_rate,limit_x,t_rel,deploy,container,hpa_util_pct,current_replicas,desired_replicas,ready_replicas,pending_pods
1,frontcatalog,200,0,290,cartservice,server,51,3,3,3,0
1,frontcatalog,200,0,290,checkoutservice,checkout,76,2,2,2,0
1,frontcatalog,200,0,290,currencyservice,server,69,2,2,2,0
1,frontcatalog,200,0,290,emailservice,email,56,3,3,3,0
1,frontcatalog,200,0,290,frontend,productcatalog,62,2,2,2,0
1,frontcatalog,200,0,290,frontend,server,67,2,2,2,0
1,frontcatalog,200,0,290,paymentservice,payment,55,3,3,3,0
1,frontcatalog,200,0,290,recommendationservice,server,69,2,2,2,0
1,frontcatalog,200,0,290,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,290,shippingservice,server,50,3,3,3,0
1,frontcatalog,200,0,306,adservice,server,57,2,2,2,0
1,frontcatalog,200,0,306,cartservice,server,60,3,3,3,0
1,frontcatalog,200,0,306,checkoutservice,checkout,78,2,2,2,0
1,frontcatalog,200,0,306,currencyservice,server,71,2,2,2,0
1,frontcatalog,200,0,306,emailservice,email,57,3,3,3,0
1,frontcatalog,200,0,306,frontend,productcatalog,62,2,2,2,0
1,frontcatalog,200,0,306,frontend,server,66,2,2,2,0
1,frontcatalog,200,0,306,paymentservice,payment,57,3,3,3,0
1,frontcatalog,200,0,306,recommendationservice,server,70,2,2,2,0
1,frontcatalog,200,0,306,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,306,shippingservice,server,51,3,3,3,0
1,frontcatalog,200,0,321,adservice,server,59,2,2,2,0
1,frontcatalog,200,0,321,cartservice,server,52,3,3,3,0
1,frontcatalog,200,0,321,checkoutservice,checkout,80,2,3,3,0
1,frontcatalog,200,0,321,currencyservice,server,73,2,2,2,0
1,frontcatalog,200,0,321,emailservice,email,57,3,3,3,0
1,frontcatalog,200,0,321,frontend,productcatalog,63,2,2,2,0
1,frontcatalog,200,0,321,frontend,server,68,2,2,2,0
1,frontcatalog,200,0,321,paymentservice,payment,57,3,3,3,0
1,frontcatalog,200,0,321,recommendationservice,server,72,2,2,2,0
1,frontcatalog,200,0,321,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,321,shippingservice,server,51,3,3,3,0
1,frontcatalog,200,0,336,adservice,server,60,2,2,2,0
1,frontcatalog,200,0,336,cartservice,server,51,3,3,3,0
1,frontcatalog,200,0,336,checkoutservice,checkout,73,3,3,3,0
1,frontcatalog,200,0,336,currencyservice,server,69,2,2,2,0
1,frontcatalog,200,0,336,emailservice,email,54,3,3,3,0
1,frontcatalog,200,0,336,frontend,productcatalog,62,2,2,2,0
1,frontcatalog,200,0,336,frontend,server,69,2,2,2,0
1,frontcatalog,200,0,336,paymentservice,payment,59,3,3,3,0
1,frontcatalog,200,0,336,recommendationservice,server,70,2,2,2,0
1,frontcatalog,200,0,336,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,336,shippingservice,server,51,3,3,3,0
1,frontcatalog,200,0,351,adservice,server,60,2,2,2,0
1,frontcatalog,200,0,351,cartservice,server,54,3,3,3,0
1,frontcatalog,200,0,351,checkoutservice,checkout,74,3,3,3,0
1,frontcatalog,200,0,351,currencyservice,server,71,2,2,2,0
1,frontcatalog,200,0,351,emailservice,email,60,3,3,3,0
1,frontcatalog,200,0,351,frontend,productcatalog,66,2,2,2,0
1,frontcatalog,200,0,351,frontend,server,68,2,2,2,0
1,frontcatalog,200,0,351,paymentservice,payment,58,3,3,3,0
1,frontcatalog,200,0,351,recommendationservice,server,70,2,2,2,0
1,frontcatalog,200,0,351,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,351,shippingservice,server,50,3,3,3,0
1,frontcatalog,200,0,367,adservice,server,63,2,2,2,0
1,frontcatalog,200,0,367,cartservice,server,46,3,3,3,0
1,frontcatalog,200,0,367,checkoutservice,checkout,50,3,3,3,0
1,frontcatalog,200,0,367,currencyservice,server,71,2,2,2,0
1,frontcatalog,200,0,367,emailservice,email,53,3,3,3,0
1,frontcatalog,200,0,367,frontend,productcatalog,63,2,2,2,0
1,frontcatalog,200,0,367,frontend,server,68,2,2,2,0
1,frontcatalog,200,0,367,paymentservice,payment,48,3,3,3,0
1,frontcatalog,200,0,367,recommendationservice,server,72,2,2,2,0
1,frontcatalog,200,0,367,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,367,shippingservice,server,49,3,3,3,0
1,frontcatalog,200,0,382,adservice,server,60,2,2,2,0
1,frontcatalog,200,0,382,cartservice,server,54,3,3,3,0
1,frontcatalog,200,0,382,checkoutservice,checkout,51,3,3,3,0
1,frontcatalog,200,0,382,currencyservice,server,72,2,2,2,0
1,frontcatalog,200,0,382,emailservice,email,60,3,3,3,0
1,frontcatalog,200,0,382,frontend,productcatalog,62,2,2,2,0
1,frontcatalog,200,0,382,frontend,server,69,2,2,2,0
1,frontcatalog,200,0,382,paymentservice,payment,61,3,3,3,0
1,frontcatalog,200,0,382,recommendationservice,server,71,2,2,2,0
1,frontcatalog,200,0,382,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,382,shippingservice,server,50,3,3,3,0
1,frontcatalog,200,0,397,adservice,server,63,2,2,2,0
1,frontcatalog,200,0,397,cartservice,server,56,3,3,3,0
1,frontcatalog,200,0,397,checkoutservice,checkout,51,3,3,3,0
1,frontcatalog,200,0,397,currencyservice,server,71,2,2,2,0
1,frontcatalog,200,0,397,emailservice,email,57,3,3,3,0
1,frontcatalog,200,0,397,frontend,productcatalog,66,2,2,2,0
1,frontcatalog,200,0,397,frontend,server,70,2,2,2,0
1,frontcatalog,200,0,397,paymentservice,payment,54,3,3,3,0
1,frontcatalog,200,0,397,recommendationservice,server,76,2,2,2,0
1,frontcatalog,200,0,397,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,397,shippingservice,server,50,3,3,3,0
1,frontcatalog,200,0,412,adservice,server,60,2,2,2,0
1,frontcatalog,200,0,412,cartservice,server,47,3,3,3,0
1,frontcatalog,200,0,412,checkoutservice,checkout,48,3,3,3,0
1,frontcatalog,200,0,412,currencyservice,server,69,2,2,2,0
1,frontcatalog,200,0,412,emailservice,email,57,3,3,3,0
1,frontcatalog,200,0,412,frontend,productcatalog,62,2,2,2,0
1,frontcatalog,200,0,412,frontend,server,67,2,2,2,0
1,frontcatalog,200,0,412,paymentservice,payment,52,3,3,3,0
1,frontcatalog,200,0,412,recommendationservice,server,71,2,2,2,0
1,frontcatalog,200,0,412,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,412,shippingservice,server,49,3,3,3,0
1,frontcatalog,200,0,428,adservice,server,59,2,2,2,0
1,frontcatalog,200,0,428,cartservice,server,45,3,3,3,0
1,frontcatalog,200,0,428,checkoutservice,checkout,40,3,3,3,0
1,frontcatalog,200,0,428,currencyservice,server,63,2,2,2,0
1,frontcatalog,200,0,428,emailservice,email,51,3,3,3,0
1,frontcatalog,200,0,428,frontend,productcatalog,59,2,2,2,0
1,frontcatalog,200,0,428,frontend,server,67,2,2,2,0
1,frontcatalog,200,0,428,paymentservice,payment,52,3,3,3,0
1,frontcatalog,200,0,428,recommendationservice,server,70,2,2,2,0
1,frontcatalog,200,0,428,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,428,shippingservice,server,41,3,3,3,0
1,frontcatalog,200,0,443,adservice,server,57,2,2,2,0
1,frontcatalog,200,0,443,cartservice,server,53,3,3,3,0
1,frontcatalog,200,0,443,checkoutservice,checkout,48,3,3,3,0
1,frontcatalog,200,0,443,currencyservice,server,63,2,2,2,0
1,frontcatalog,200,0,443,emailservice,email,55,3,3,3,0
1,frontcatalog,200,0,443,frontend,productcatalog,52,2,2,2,0
1,frontcatalog,200,0,443,frontend,server,70,2,2,2,0
1,frontcatalog,200,0,443,paymentservice,payment,48,3,3,3,0
1,frontcatalog,200,0,443,recommendationservice,server,68,2,2,2,0
1,frontcatalog,200,0,443,redis-cart,-,,1,1,1,0
1,frontcatalog,200,0,443,shippingservice,server,48,3,3,3,0
1,frontcatalog,250,0,1,adservice,server,10,2,2,2,0
1,frontcatalog,250,0,1,cartservice,server,0,3,3,3,0
1,frontcatalog,250,0,1,checkoutservice,checkout,0,3,3,3,0
1,frontcatalog,250,0,1,currencyservice,server,48,2,2,2,0
1,frontcatalog,250,0,1,emailservice,email,7,3,3,3,0
1,frontcatalog,250,0,1,frontend,productcatalog,0,2,2,2,0
1,frontcatalog,250,0,1,frontend,server,31,2,2,2,0
1,frontcatalog,250,0,1,paymentservice,payment,31,3,3,3,0
1,frontcatalog,250,0,1,recommendationservice,server,0,2,2,2,0
1,frontcatalog,250,0,1,redis-cart,-,,1,1,1,0
1,frontcatalog,250,0,1,shippingservice,server,8,3,3,3,0
1,frontcatalog,250,0,16,adservice,server,5,2,2,2,0
1,frontcatalog,250,0,16,cartservice,server,0,3,3,3,0
1,frontcatalog,250,0,16,checkoutservice,checkout,0,3,3,3,0
1,frontcatalog,250,0,16,currencyservice,server,0,2,2,2,0
1,frontcatalog,250,0,16,emailservice,email,2,3,3,3,0
1,frontcatalog,250,0,16,frontend,productcatalog,0,2,2,2,0
1,frontcatalog,250,0,16,frontend,server,0,2,2,2,0
1,frontcatalog,250,0,16,paymentservice,payment,1,3,3,3,0
1,frontcatalog,250,0,16,recommendationservice,server,0,2,2,2,0
1,frontcatalog,250,0,16,redis-cart,-,,1,1,1,0
1,frontcatalog,250,0,16,shippingservice,server,1,3,3,3,0
1,frontcatalog,250,0,31,adservice,server,3,2,2,2,0
1,frontcatalog,250,0,31,cartservice,server,0,3,3,3,0
1,frontcatalog,250,0,31,checkoutservice,checkout,0,3,3,3,0
1,frontcatalog,250,0,31,currencyservice,server,34,2,2,2,0
1,frontcatalog,250,0,31,emailservice,email,21,3,3,3,0
1,frontcatalog,250,0,31,frontend,productcatalog,1,2,2,2,0
1,frontcatalog,250,0,31,frontend,server,0,2,2,2,0
1,frontcatalog,250,0,31,paymentservice,payment,1,3,3,3,0
1,frontcatalog,250,0,31,recommendationservice,server,0,2,2,2,0
1,frontcatalog,250,0,31,redis-cart,-,,1,1,1,0
1,frontcatalog,250,0,31,shippingservice,server,4,3,3,3,0
1,frontcatalog,250,0,47,adservice,server,41,2,2,2,0
1,frontcatalog,250,0,47,cartservice,server,51,3,3,3,0
1,frontcatalog,250,0,47,checkoutservice,checkout,27,3,2,2,0
1,frontcatalog,250,0,47,currencyservice,server,83,2,2,2,0
1,frontcatalog,250,0,47,emailservice,email,70,3,3,3,0
1,frontcatalog,250,0,47,frontend,productcatalog,69,2,2,2,0
1,frontcatalog,250,0,47,frontend,server,65,2,2,2,0
1,frontcatalog,250,0,47,paymentservice,payment,38,3,2,2,0
1,frontcatalog,250,0,47,recommendationservice,server,43,2,2,2,0
1,frontcatalog,250,0,47,redis-cart,-,,1,1,1,0
1,frontcatalog,250,0,47,shippingservice,server,50,3,3,3,0
1,frontcatalog,250,0,62,adservice,server,66,2,2,2,0
1,frontcatalog,250,0,62,cartservice,server,51,3,3,3,0
1,frontcatalog,250,0,62,checkoutservice,checkout,89,2,2,2,0
1,frontcatalog,250,0,62,currencyservice,server,83,2,3,3,0
1,frontcatalog,250,0,62,emailservice,email,70,3,3,3,0
1,frontcatalog,250,0,62,frontend,productcatalog,75,2,2,2,0
1,frontcatalog,250,0,62,frontend,server,83,2,2,2,0
1,frontcatalog,250,0,62,paymentservice,payment,97,2,2,2,0
1,frontcatalog,250,0,62,recommendationservice,server,82,2,2,2,0
1,frontcatalog,250,0,62,redis-cart,-,,1,1,1,0
1,frontcatalog,250,0,62,shippingservice,server,55,3,3,3,0
1,frontcatalog,250,0,77,adservice,server,71,2,2,2,0
1,frontcatalog,250,0,77,cartservice,server,54,3,3,3,0
1,frontcatalog,250,0,77,checkoutservice,checkout,77,2,3,3,0
1,frontcatalog,250,0,77,currencyservice,server,78,3,3,3,0
1,frontcatalog,250,0,77,emailservice,email,62,3,3,3,0
1,frontcatalog,250,0,77,frontend,productcatalog,79,2,3,3,0
1,frontcatalog,250,0,77,frontend,server,88,2,3,3,0
1,frontcatalog,250,0,77,paymentservice,payment,91,2,3,3,0
1,frontcatalog,250,0,77,recommendationservice,server,83,2,3,2,0
1,frontcatalog,250,0,77,redis-cart,-,,1,1,1,0
1,frontcatalog,250,0,77,shippingservice,server,55,3,3,3,0
1,frontcatalog,250,0,92,adservice,server,70,2,2,2,0
1,frontcatalog,250,0,92,cartservice,server,60,3,3,3,0
1,frontcatalog,250,0,92,checkoutservice,checkout,88,3,3,3,0
1,frontcatalog,250,0,92,currencyservice,server,83,3,3,3,0
1,frontcatalog,250,0,92,emailservice,email,65,3,3,3,0
1,frontcatalog,250,0,92,frontend,productcatalog,79,3,3,3,0
1,frontcatalog,250,0,92,frontend,server,87,3,3,3,0
1,frontcatalog,250,0,92,paymentservice,payment,91,3,3,3,0
1,frontcatalog,250,0,92,recommendationservice,server,84,3,3,2,0
1,frontcatalog,250,0,92,redis-cart,-,,1,1,1,0
1,frontcatalog,250,0,92,shippingservice,server,56,3,3,3,0
1,frontcatalog,250,0,108,adservice,server,107,2,2,2,0
1,frontcatalog,250,0,108,cartservice,server,59,3,3,3,0
1,frontcatalog,250,0,108,checkoutservice,checkout,53,3,3,3,0
1,frontcatalog,250,0,108,currencyservice,server,55,3,3,3,0
1,frontcatalog,250,0,108,emailservice,email,62,3,3,3,0
1,frontcatalog,250,0,108,frontend,productcatalog,79,3,3,3,0
1,frontcatalog,250,0,108,frontend,server,87,3,3,3,0
1,frontcatalog,250,0,108,paymentservice,payment,92,3,3,3,0
1,frontcatalog,250,0,108,recommendationservice,server,86,3,3,2,0
1,frontcatalog,250,0,108,redis-cart,-,,1,1,1,0
1,frontcatalog,250,0,108,shippingservice,server,57,3,3,3,0
1,frontcatalog,250,0,123,adservice,server,117,2,4,2,2
1,frontcatalog,250,0,123,cartservice,server,54,3,3,3,0
1,frontcatalog,250,0,123,checkoutservice,checkout,54,3,3,3,0
