購入100_閲覧0,checkoutservice-685486cf97-jcj76,cartservice,3388977,2809884,66213,65143,0.176,0.01,1
購入100_閲覧0,checkoutservice-685486cf97-jcj76,productcatalogservice,1509668,4030074,49190,57187,0.049,0.007,1
購入100_閲覧0,productcatalogservice-6d45db7f4-xf5t5,checkoutservice,4006550,1500578,56831,48884,7.639,0.006,1
購入100_閲覧0,checkoutservice-685486cf97-jcj76,emailservice,3806172,1369927,33759,33755,0.372,0.007,1
購入100_閲覧0,emailservice-574f74fdf8-g25wk,checkoutservice,1366687,3795213,33675,33679,8.792,0.013,1
購入100_閲覧0,checkoutservice-685486cf97-jcj76,currencyservice,2742456,2377279,69948,67791,0.202,0.008,1
購入100_閲覧0,currencyservice-fddf8c7bc-s5hrj,checkoutservice,2374551,2736462,67702,69858,6.055,0.008,1
購入100_閲覧0,adservice-6d77488b78-ch4j6,frontend,2470393,1455245,34105,34500,8.989,0.012,1
購入100_閲覧0,frontend-5bf5dcf9b7-d25vr,adservice,1446823,2454842,34300,33905,0.151,0.014,1
購入100_閲覧0,checkoutservice-685486cf97-jcj76,paymentservice,1763369,1636346,33248,32505,0.29,0.009,1
購入100_閲覧0,paymentservice-6f6b5b56fd-9lkqn,checkoutservice,1628803,1754983,32339,33082,8.793,0.01,1
購入100_閲覧0,frontend-5bf5dcf9b7-d25vr,shippingservice,1582070,1652409,49032,49446,0.066,0.008,1
購入100_閲覧0,shippingservice-64f88757c5-27b4j,frontend,1644360,1572576,49142,48730,7.565,0.008,1
購入100_閲覧0,checkoutservice-685486cf97-jcj76,10.1.98.63,111318,13068,108,72,0.056,0.019,1
購入0_閲覧200,frontend-5bf5dcf9b7-d25vr,productcatalogservice,18541572,48676672,684286,689179,0.062,0.006,1
購入0_閲覧200,productcatalogservice-6d45db7f4-xf5t5,frontend,48554504,18494300,687435,682564,5.246,0.006,1
購入0_閲覧200,productcatalogservice-6d45db7f4-xf5t5,recommendationservice,50544627,2648376,124758,105977,0.047,0.006,1
購入0_閲覧200,recommendationservice-547fc69857-6r9tb,productcatalogservice,2645625,50491680,105866,124633,1.265,0.007,1
購入0_閲覧200,currencyservice-fddf8c7bc-s5hrj,frontend,10294640,5037858,153701,153480,5.802,0.008,1
購入0_閲覧200,frontend-5bf5dcf9b7-d25vr,currencyservice,5027066,10272600,153154,153376,0.248,0.008,1
購入0_閲覧200,frontend-5bf5dcf9b7-d25vr,recommendationservice,3930114,4991860,70913,70900,5.967,0.011,1
購入0_閲覧200,recommendationservice-547fc69857-6r9tb,frontend,4974389,3916269,70651,70663,5.529,0.009,1
購入0_閲覧200,adservice-6d77488b78-ch4j6,frontend,4972973,2979524,71212,71216,7.05,0.018,1
購入0_閲覧200,frontend-5bf5dcf9b7-d25vr,adservice,2963296,4945568,70828,70824,0.146,0.013,1
購入0_閲覧200,cartservice-969c5668c-684l2,frontend,1925620,3520239,71126,71128,7.019,0.008,1
購入0_閲覧200,frontend-5bf5dcf9b7-d25vr,cartservice,3505092,1917328,70822,70820,0.168,0.011,1
購入0_閲覧200,cartservice-969c5668c-684l2,redis-cart,3271842,676828,35573,35568,0.107,0.008,2
購入0_閲覧200,redis-cart-757565597c-jbnsc,cartservice,670862,3243046,35254,35260,5.054,0.008,2
購入0_閲覧200,checkoutservice-685486cf97-jcj76,10.1.98.63,111616,13068,108,72,0.045,0.02,1
購入0_閲覧200,shippingservice-64f88757c5-27b4j,frontend,0,0,12,12,7.565,0.008,1
購入0_閲覧200,shippingservice-64f88757c5-27b4j,checkoutservice,0,0,12,12,6.145,0.008,1
購入0_閲覧200,productcatalogservice-6d45db7f4-xf5t5,checkoutservice,0,0,12,12,7.639,0.006,1
購入0_閲覧200,paymentservice-6f6b5b56fd-9lkqn,checkoutservice,0,0,0,0,8.793,0.01,1
購入0_閲覧200,frontend-5bf5dcf9b7-d25vr,shippingservice,0,0,12,12,0.066,0.008,1
購入0_閲覧200,frontend-5bf5dcf9b7-d25vr,checkoutservice,0,0,12,12,1.414,0.01,1
購入0_閲覧200,emailservice-574f74fdf8-g25wk,checkoutservice,0,0,0,0,7.699,0.013,1
購入0_閲覧200,currencyservice-fddf8c7bc-s5hrj,checkoutservice,0,0,0,0,6.055,0.008,1
購入0_閲覧200,checkoutservice-685486cf97-jcj76,shippingservice,0,0,12,12,0.053,0.007,1
購入0_閲覧200,checkoutservice-685486cf97-jcj76,productcatalogservice,0,0,12,12,0.049,0.007,1
購入0_閲覧200,checkoutservice-685486cf97-jcj76,paymentservice,0,0,0,0,0.29,0.009,1
購入0_閲覧200,checkoutservice-685486cf97-jcj76,frontend,0,0,12,12,6.489,0.008,1
購入0_閲覧200,checkoutservice-685486cf97-jcj76,emailservice,0,0,0,0,5.45,0.007,1
購入0_閲覧200,checkoutservice-685486cf97-jcj76,currencyservice,0,0,0,0,0.202,0.008,1
